minute,open,high,low,close
2022-07-28 12:10:00,0.886411,0.8869060000000001,0.8853866666666667,0.8867566666666667
2022-07-28 12:15:00,0.8868233333333334,0.8875033333333332,0.8839823333333333,0.8870593333333333
2022-07-28 12:20:00,0.8870593333333333,0.8878849999999999,0.884672,0.8875326666666666
2022-07-28 12:25:00,0.8875993333333333,0.8891183333333333,0.8795353333333332,0.88545
2022-07-28 12:30:00,0.8854166666666666,0.885765,0.8787566666666667,0.8792733333333334
2022-07-28 12:35:00,0.8792733333333334,0.8814733333333334,0.876042,0.8791943333333333
2022-07-28 12:40:00,0.8791943333333333,0.8815056666666666,0.879012,0.8808496666666666
2022-07-28 12:45:00,0.8808163333333333,0.881081,0.8765353333333333,0.8786480000000001
2022-07-28 12:50:00,0.8786813333333333,0.879881,0.8774829999999999,0.8782703333333334
2022-07-28 12:55:00,0.8782703333333334,0.8787599999999999,0.8766223333333333,0.8766223333333333
